origin_city,origin_state,origin_postal_code,dest_city,dest_state,dest_postal_code,practical_miles,short_miles,empty_miles,n_practical,n_short,practical_min,practical_max,practical_spread,short_min,short_max,trust_level,source,first_seen,last_seen
MARSHFIELD,WI,,TAYLOR,MI,,558.1,649.1,122.6,1.0,1,558.1,558.1,0.0,649.1,649.1,thin,history,2025-10-31,2025-10-31
MARSHFIELD,WI,,GREENDALE ST,IN,,574.3,658.2,122.6,1.0,1,574.3,574.3,0.0,658.2,658.2,thin,history,2025-10-31,2025-10-31
MARSHALLTOWN,IA,,MCALLEN,TX,,1243.8,1753.5,528.5,1.0,1,1243.8,1243.8,0.0,1753.5,1753.5,thin,history,2026-03-21,2026-03-21
NUEVO LAREDO,TA,,HAUPPAUGE,NY,,2339.2,,0.0,1.0,0,2339.2,2339.2,0.0,,,thin,history,2024-10-16,2024-10-16
MARSHALLTOWN,IA,,HIDALGO,TX,,1262.5,1665.9,460.1,1.0,1,1262.5,1262.5,0.0,1665.9,1665.9,thin,history,2022-09-23,2022-09-23
MADISON,IN,,LAREDO,TX,,1310.5,1341.7,82.9,1.0,1,1310.5,1310.5,0.0,1341.7,1341.7,thin,history,2024-04-24,2024-04-24
MADISON,IN,,SAN ANTONIO,TX,,1166.2,1518.7,405.7,1.0,1,1166.2,1166.2,0.0,1518.7,1518.7,thin,history,2025-11-07,2025-11-07
MADISON,NE,,HIDALGO,TX,,1179.6,1869.7,732.7,1.0,1,1179.6,1179.6,0.0,1869.7,1869.7,thin,history,2025-09-30,2025-09-30
MARION,OH,,TAYLOR,TX,,1243.8,1553.9,360.7,1.0,1,1243.8,1243.8,0.0,1553.9,1553.9,thin,history,2023-01-31,2023-01-31
MARION,OH,,EAGLE PASS,TX,,1496.1,1717.6,277.6,1.0,1,1496.1,1496.1,0.0,1717.6,1717.6,thin,history,2023-11-20,2023-11-20
MARION,KY,,DRAKESVILLE,IA,,438.1,507.9,97.3,1.0,1,438.1,438.1,0.0,507.9,507.9,thin,history,2026-08-06,2026-08-06
MARSHVILLE,NC,,SAN ANTONIO,TX,,1272.2,1898.7,660.7,1.0,1,1272.2,1272.2,0.0,1898.7,1898.7,thin,history,2022-07-02,2022-07-02
NEW BEDFORD,MA,,CLINTON,IA,,1130.7,1340.9,233.5,1.0,1,1130.7,1130.7,0.0,1340.9,1340.9,thin,history,2025-03-19,2025-03-19
NEENAH,WI,,LAREDO,TX,,1515.0,1654.4,180.7,1.0,1,1515.0,1515.0,0.0,1654.4,1654.4,thin,history,2024-02-16,2024-02-16
NEDROW,NY,,PLEASANTON,TX,,1825.0,2212.1,442.5,1.0,1,1825.0,1825.0,0.0,2212.1,2212.1,thin,history,2025-04-16,2025-04-16
MONCLOVA,CO,,CARNEGIE,PA,,1805.3,1600.6,166.2,1.0,1,1805.3,1805.3,0.0,1600.6,1600.6,thin,history,2024-08-21,2024-08-21
NAVASOTA,TX,,LAREDO,TX,,331.5,453.2,124.2,1.0,1,331.5,331.5,0.0,453.2,453.2,thin,history,2024-03-25,2024-03-25
MONCLOVA,CO,,CHARLOTTE,NC,,1557.2,1519.0,0.0,1.0,1,1557.2,1557.2,0.0,1519.0,1519.0,thin,history,2026-02-13,2026-02-13
NASHVILLE,NC,,LAREDO,TX,,1594.1,1887.2,360.4,1.0,1,1594.1,1594.1,0.0,1887.2,1887.2,thin,history,2021-11-23,2021-11-23
NASHVILLE,IL,,HARLINGEN,TX,,1163.6,1363.2,252.4,1.0,1,1163.6,1163.6,0.0,1363.2,1363.2,thin,history,2026-04-21,2026-04-21
NASHVILLE,AR,,BROOKLYN,NY,,1369.7,1378.2,28.1,1.0,1,1369.7,1369.7,0.0,1378.2,1378.2,thin,history,2022-09-09,2022-09-09
NAPPANEE,IN,,DEL VALLE,TX,,1242.2,1508.1,342.8,1.0,1,1242.2,1242.2,0.0,1508.1,1508.1,thin,history,2025-08-26,2025-08-26
NAPOLEON,OH,,SAINT CLOUD,MN,,697.9,774.4,103.9,1.0,1,697.9,697.9,0.0,774.4,774.4,thin,history,2025-03-08,2025-03-08
NAPOLEON,OH,,DULUTH,MN,,693.5,762.8,104.1,1.0,1,693.5,693.5,0.0,762.8,762.8,thin,history,2025-03-15,2025-03-15
MADILL,OK,,EAST ST. LOUIS,IL,,536.0,637.0,118.4,1.0,1,536.0,536.0,0.0,637.0,637.0,thin,history,2025-02-08,2025-02-08
MONROE TOWNSHIP,NJ,,BROOKSHIRE,TX,,1630.5,1659.7,66.5,1.0,1,1630.5,1630.5,0.0,1659.7,1659.7,thin,history,2023-08-15,2023-08-15
N KANSAS CITY,MO,,EUGENE,OR,,1802.7,2041.5,280.6,1.0,1,1802.7,1802.7,0.0,2041.5,2041.5,thin,history,2022-11-28,2022-11-28
MYTON,UT,,STRAWN,TX,,1148.4,1619.9,530.9,1.0,1,1148.4,1148.4,0.0,1619.9,1619.9,thin,history,2024-06-20,2024-06-20
MYERSTOWN,PA,,UNION TOWNSHIP,PA,,17.8,209.6,197.3,1.0,1,17.8,17.8,0.0,209.6,209.6,thin,history,2024-05-21,2024-05-21
MONROE TOWNSHIP,NJ,,TEMPLE,TX,,1644.9,1666.7,78.0,1.0,1,1644.9,1644.9,0.0,1666.7,1666.7,thin,history,2022-12-13,2022-12-13
MYERSTOWN,PA,,HOUSTON,TX,,1506.3,2024.8,557.4,1.0,1,1506.3,1506.3,0.0,2024.8,2024.8,thin,history,2024-05-16,2024-05-16
MONROE TWNSHP,NJ,,LAREDO,TX,,1941.3,1959.5,66.5,1.0,1,1941.3,1941.3,0.0,1959.5,1959.5,thin,history,2023-06-14,2023-06-14
MUSKOGEE,OK,,AUSTIN,TX,,430.7,,374.8,1.0,0,430.7,430.7,0.0,,,thin,history,2020-11-04,2020-11-04
MONROE,MI,,LAREDO,TX,,1582.7,1669.6,183.6,1.0,1,1582.7,1582.7,0.0,1669.6,1669.6,thin,history,2025-07-03,2025-07-03
MONROEVILLE,AL,,EDINBURG,TX,,888.2,1242.2,375.4,1.0,1,888.2,888.2,0.0,1242.2,1242.2,thin,history,2026-02-13,2026-02-13
MONTE VISTA,CO,,HIDALGO,TX,,1116.0,1458.0,375.2,1.0,1,1116.0,1116.0,0.0,1458.0,1458.0,thin,history,2022-11-01,2022-11-01
MUSKEGON,MI,,HOUSTON,TX,,1373.4,1545.0,194.6,1.0,1,1373.4,1373.4,0.0,1545.0,1545.0,thin,history,2025-06-22,2025-06-22
NAPLES,ID,,SAN ANTONIO,TX,,2065.4,2293.0,300.6,1.0,1,2065.4,2065.4,0.0,2293.0,2293.0,thin,history,2026-01-22,2026-01-22
MILTON,FL,,KNIPPA,TX,,819.5,1053.3,261.0,1.0,1,819.5,819.5,0.0,1053.3,1053.3,thin,history,2023-05-06,2023-05-06
NEW LAWRENCE,NY,,SAN ANTONIO,TX,,1934.4,2262.0,408.1,1.0,1,1934.4,1934.4,0.0,2262.0,2262.0,thin,history,2023-01-17,2023-01-17
MILTON,PA,,DAYTON,TX,,1484.3,1991.8,562.9,1.0,1,1484.3,1484.3,0.0,1991.8,1991.8,thin,history,2022-05-12,2022-05-12
MILWAUKEE,WI,,TEMPLE,TX,,1148.1,1536.9,400.1,1.0,1,1148.1,1148.1,0.0,1536.9,1536.9,thin,history,2022-08-03,2022-08-03
NEW JOHNSONVILLE,TN,,LAREDO,TX,,1030.7,1038.9,48.4,1.0,1,1030.7,1030.7,0.0,1038.9,1038.9,thin,history,2022-05-13,2022-05-13
MINISTER,OH,,LAREDO,TX,,1463.2,1997.9,608.4,1.0,1,1463.2,1463.2,0.0,1997.9,1997.9,thin,history,2023-07-13,2023-07-13
NEW JERSEY,NJ,,PASADENA,TX,,1607.6,1646.6,68.5,1.0,1,1607.6,1607.6,0.0,1646.6,1646.6,thin,history,2024-08-30,2024-08-30
MINNEAPOLIS,MN,,LAREDO,TX,,1355.8,1405.1,60.3,1.0,1,1355.8,1355.8,0.0,1405.1,1405.1,thin,history,2025-09-05,2025-09-05
NEW HOLLAND,PA,,LAREDO,TX,,2071.7,2365.5,375.1,1.0,1,2071.7,2071.7,0.0,2365.5,2365.5,thin,history,2022-11-02,2022-11-02
MINSTER,OH,,FARIBAULT,MN,,649.4,793.3,175.8,1.0,1,649.4,649.4,0.0,793.3,793.3,thin,history,2025-03-31,2025-03-31
NEW HARTFORD,NY,,HOUSTON,TX,,1726.9,2234.0,611.3,1.0,1,1726.9,1726.9,0.0,2234.0,2234.0,thin,history,2022-12-04,2022-12-04
NEW HARTFORD,NY,,HASLET,TX,,1675.5,1879.8,279.3,1.0,1,1675.5,1675.5,0.0,1879.8,1879.8,thin,history,2023-07-23,2023-07-23
NEW BEDFORD,MA,,LINCOLN,NE,,1498.6,1516.3,40.1,1.0,1,1498.6,1498.6,0.0,1516.3,1516.3,thin,history,2025-11-25,2025-11-25
MINSTER,OH,,SAINT CLOUD,MN,,714.6,806.9,124.2,1.0,1,714.6,714.6,0.0,806.9,806.9,thin,history,2025-03-18,2025-03-18
NEW CASTLE,DE,,WASHINGTON COURT HOUSE,OH,,493.1,513.8,33.3,1.0,1,493.1,493.1,0.0,513.8,513.8,thin,history,2025-06-10,2025-06-10
MISSION,TX,,OCONOMOWOC,WI,,1516.8,1484.4,0.0,1.0,1,1516.8,1516.8,0.0,1484.4,1484.4,thin,history,2025-12-30,2025-12-30
NEW CASTLE,DE,,NEWPORT,MI,,537.0,718.8,192.7,1.0,1,537.0,537.0,0.0,718.8,718.8,thin,history,2025-02-22,2025-02-22
MOBILE,AL,,LAREDO,TX,,812.9,1489.3,729.3,1.0,1,812.9,812.9,0.0,1489.3,1489.3,thin,history,2022-03-04,2022-03-04
NEW CASTLE,DE,,DALLAS,TX,,1434.0,1938.7,526.7,1.0,1,1434.0,1434.0,0.0,1938.7,1938.7,thin,history,2026-07-08,2026-07-08
NEW CASTLE,DE,,CHICAGO,IL,,737.7,831.3,98.9,1.0,1,737.7,737.7,0.0,831.3,831.3,thin,history,2025-11-14,2025-11-14
NEW CARLISLE,IN,,BROWNSVILLE,TX,,1645.8,2252.5,314.9,1.0,1,1645.8,1645.8,0.0,2252.5,2252.5,thin,history,2025-12-30,2025-12-30
MOHAVE VALLEY,AZ,,LAMPASAS,TX,,1174.6,1668.1,523.8,1.0,1,1174.6,1174.6,0.0,1668.1,1668.1,thin,history,2024-10-09,2024-10-09
NEW BERLIN,NY,,FORT WORTH,TX,,1645.7,,615.4,1.0,0,1645.7,1645.7,0.0,,,thin,history,2023-04-07,2023-04-07
NEW BERLIN,NY,,ARLINGTON,TX,,1621.7,2260.9,715.0,1.0,1,1621.7,1621.7,0.0,2260.9,2260.9,thin,history,2026-02-26,2026-02-26
NEW BEDFORD,MA,,LOGANSPORT,IN,,924.4,1023.0,133.2,1.0,1,924.4,924.4,0.0,1023.0,1023.0,thin,history,2025-12-01,2025-12-01
MOLALLA,OR,,SAN ANTONIO,TX,,2143.2,2435.5,350.8,1.0,1,2143.2,2143.2,0.0,2435.5,2435.5,thin,history,2025-04-24,2025-04-24
NEW CASTLE,PA,,HOUSTON,TX,,1361.0,2026.4,736.9,1.0,1,1361.0,1361.0,0.0,2026.4,2026.4,thin,history,2026-01-24,2026-01-24
MOUNT PLEASANT,TX,,LAREDO TX,TX,,545.0,657.3,134.6,1.0,1,545.0,545.0,0.0,657.3,657.3,thin,history,2023-05-15,2023-05-15
MONTROSE,CO,,SAN ANTONIO,TX,,1048.6,1505.1,487.8,1.0,1,1048.6,1048.6,0.0,1505.1,1505.1,thin,history,2024-10-28,2024-10-28
MOUNT PLEASANT,TN,,LAREDO,TX,,1072.4,,200.5,1.0,0,1072.4,1072.4,0.0,,,thin,history,2024-09-06,2024-09-06
MOUNT PLEASANT,IA,,LAREDO,TX,,1183.9,1413.3,260.4,1.0,1,1183.9,1183.9,0.0,1413.3,1413.3,thin,history,2025-02-07,2025-02-07
MOUNT MORRIS,IL,,LAREDO,TX,,1354.0,1607.4,298.5,1.0,1,1354.0,1354.0,0.0,1607.4,1607.4,thin,history,2023-10-25,2023-10-25
MOUNT JULIET,TN,,RAYMOND,NH,,1124.2,1163.1,57.8,1.0,1,1124.2,1124.2,0.0,1163.1,1163.1,thin,history,2026-07-16,2026-07-16
MOUNT DORA,FL,,LANSING,MI,,1213.7,1206.8,32.8,1.0,1,1213.7,1213.7,0.0,1206.8,1206.8,thin,history,2025-05-10,2025-05-10
MOUNT CRAWFORD,VA,,LAREDO,TX,,1618.0,1716.8,162.7,1.0,1,1618.0,1618.0,0.0,1716.8,1716.8,thin,history,2023-10-26,2023-10-26
MOUNDVILLE,AL,,LAREDO,TX,,960.7,1458.0,589.8,1.0,1,960.7,960.7,0.0,1458.0,1458.0,thin,history,2024-06-05,2024-06-05
MOORE,SC,,TEMPLE,TX,,1029.2,1467.3,454.0,1.0,1,1029.2,1029.2,0.0,1467.3,1467.3,thin,history,2026-06-09,2026-06-09
MOUNDVILLE,AL,,HIDALGO,TX,,962.1,1324.8,390.6,1.0,1,962.1,962.1,0.0,1324.8,1324.8,thin,history,2024-07-08,2024-07-08
MOULTRIE,GA,,LAREDO,TX,,1116.3,1485.7,410.0,1.0,1,1116.3,1116.3,0.0,1485.7,1485.7,thin,history,2022-05-27,2022-05-27
MUSCLE SHOALS,AL,,NUEVO LAREDO,TA,,1029.9,1119.1,126.6,1.0,1,1029.9,1029.9,0.0,1119.1,1119.1,thin,history,2024-03-15,2024-03-15
MOOREFIELD,WV,,PITSSBURG,TX,,1153.8,1274.0,137.7,1.0,1,1153.8,1153.8,0.0,1274.0,1274.0,thin,history,2023-02-04,2023-02-04
MOSINEE,WI,,LAREDO,TX,,1542.6,1521.3,29.7,1.0,1,1542.6,1542.6,0.0,1521.3,1521.3,thin,history,2025-10-03,2025-10-03
MOSES LAKE,WA,,SAN ANTONIO,TX,,2053.7,,346.3,1.0,0,2053.7,2053.7,0.0,,,thin,history,2024-06-18,2024-06-18
MOORELAND,OK,,HUNTSVILLE,AL,,813.3,1003.4,206.6,1.0,1,813.3,813.3,0.0,1003.4,1003.4,thin,history,2023-08-05,2023-08-05
MORRIS,IL,,BROOKSHIRE,TX,,1050.7,1421.4,389.0,1.0,1,1050.7,1050.7,0.0,1421.4,1421.4,thin,history,2023-08-13,2023-08-13
MORRILL,NE,,LAMPASAS,TX,,1153.9,1419.1,459.0,1.0,1,1153.9,1153.9,0.0,1419.1,1419.1,thin,history,2022-09-22,2022-09-22
MORGANTOWN,PA,,LAREDO,TX,,1866.1,1975.3,182.5,1.0,1,1866.1,1866.1,0.0,1975.3,1975.3,thin,history,2023-06-01,2023-06-01
MORGANTON,NC,,SAN ANTONIO,TX,,1234.2,1407.1,204.3,1.0,1,1234.2,1234.2,0.0,1407.1,1407.1,thin,history,2022-07-27,2022-07-27
MOORELAND,OK,,LA HABRA,CA,,1245.5,1313.6,75.1,1.0,1,1245.5,1245.5,0.0,1313.6,1313.6,thin,history,2024-10-04,2024-10-04
MOORESBORO,NC,,FLORESVILLE,TX,,1208.4,1384.3,222.4,1.0,1,1208.4,1208.4,0.0,1384.3,1384.3,thin,history,2024-03-25,2024-03-25
MORENCI,AZ,,LAREDO,TX,,934.6,1041.5,207.8,1.0,1,934.6,934.6,0.0,1041.5,1041.5,thin,history,2022-12-14,2022-12-14
MORAINE,OH,,LAREDO,TX,,1408.3,1475.8,131.9,1.0,1,1408.3,1408.3,0.0,1475.8,1475.8,thin,history,2023-01-09,2023-01-09
MOULTRIE,GA,,DALLAS,TX,,869.1,999.5,156.7,1.0,1,869.1,869.1,0.0,999.5,999.5,thin,history,2022-12-08,2022-12-08
MUSCATINE,IA,,SAN ANTONIO,TX,,1114.0,1567.7,513.9,1.0,1,1114.0,1114.0,0.0,1567.7,1567.7,thin,history,2021-11-15,2021-11-15
MURFREESBORO,TN,,TERRELL,TX,,677.2,1365.4,722.6,1.0,1,677.2,677.2,0.0,1365.4,1365.4,thin,history,2023-06-20,2023-06-20
MURFREESBORO,TN,,SAN ANTONIO,TX,,955.0,1333.8,440.7,1.0,1,955.0,955.0,0.0,1333.8,1333.8,thin,history,2020-11-23,2020-11-23
MURFREESBORO,TN,,NEW CANEY,TX,,775.9,1121.0,375.5,1.0,1,775.9,775.9,0.0,1121.0,1121.0,thin,history,2023-03-19,2023-03-19
MURFREESBORO,TN,,DALLAS,TX,,697.3,1143.1,451.0,1.0,1,697.3,697.3,0.0,1143.1,1143.1,thin,history,2021-02-01,2021-02-01
MUNSTER,IN,,SAN ANTONIO,TX,,1219.7,1357.0,191.4,1.0,1,1219.7,1219.7,0.0,1357.0,1357.0,thin,history,2022-11-02,2022-11-02
MONTE VISTA,CO,,HUNT,TX,,808.3,1118.4,363.8,1.0,1,808.3,808.3,0.0,1118.4,1118.4,thin,history,2022-05-09,2022-05-09
MONTE VISTA,CO,,LAREDO,TX,,1019.5,1175.1,259.5,1.0,1,1019.5,1019.5,0.0,1175.1,1175.1,thin,history,2024-07-22,2024-07-22
MONTELLO,WI,,MANCHACA,TX,,1412.8,1631.4,294.9,1.0,1,1412.8,1412.8,0.0,1631.4,1631.4,thin,history,2023-08-15,2023-08-15
MULLICA,NJ,,LAREDO,TX,,1881.0,1882.5,66.9,1.0,1,1881.0,1881.0,0.0,1882.5,1882.5,thin,history,2021-10-13,2021-10-13
MT. PLEASANT,TX,,LAREDO,TX,,545.0,649.8,125.2,1.0,1,545.0,545.0,0.0,649.8,649.8,thin,history,2023-05-24,2023-05-24
MT PLEASANT,TX,,LAREDO,TX,,544.9,646.8,125.6,1.0,1,544.9,544.9,0.0,646.8,646.8,thin,history,2026-03-05,2026-03-05
MONTROSE,CO,,ROSENBERG,TX,,1122.0,1367.3,299.6,1.0,1,1122.0,1122.0,0.0,1367.3,1367.3,thin,history,2024-02-06,2024-02-06
MONTGOMERY,AL,,LAREDO TX,TX,,988.1,1054.3,92.1,1.0,1,988.1,988.1,0.0,1054.3,1054.3,thin,history,2023-07-25,2023-07-25
MONTGOMERY,NY,,TERRELL,TX,,1565.8,2082.5,536.6,1.0,1,1565.8,1565.8,0.0,2082.5,2082.5,thin,history,2022-07-08,2022-07-08
MOXEE,WA,,SAN ANTONIO,TX,,2043.3,2378.6,410.5,1.0,1,2043.3,2043.3,0.0,2378.6,2378.6,thin,history,2022-07-01,2022-07-01
MONTGOMERY,PA,,GAINESVILLE,TX,,1415.1,1609.4,231.8,1.0,1,1415.1,1415.1,0.0,1609.4,1609.4,thin,history,2024-12-27,2024-12-27
MOXEE,WA,,BUFFALO,NY,,2530.8,2676.3,252.9,1.0,1,2530.8,2530.8,0.0,2676.3,2676.3,thin,history,2022-06-11,2022-06-11
MONTGOMERYVILLE,PA,,SAN ANTONIO,TX,,1758.1,2076.0,376.5,1.0,1,1758.1,1758.1,0.0,2076.0,2076.0,thin,history,2022-05-24,2022-05-24
MOUNTAIN CITY,TN,,LAREDO,TX,,1416.8,1494.2,119.1,1.0,1,1416.8,1416.8,0.0,1494.2,1494.2,thin,history,2022-11-14,2022-11-14
MOUNT VERNON,WA,,SUPERIOR,WI,,1722.4,1751.5,99.6,1.0,1,1722.4,1722.4,0.0,1751.5,1751.5,thin,history,2025-05-20,2025-05-20
MONTICELLO,NY,,BROOKSHIRES,TX,,1688.3,1846.6,191.5,1.0,1,1688.3,1688.3,0.0,1846.6,1846.6,thin,history,2023-04-26,2023-04-26
MOUNT VERNON,NY,,LAREDO,TX,,1998.0,2040.4,112.1,1.0,1,1998.0,1998.0,0.0,2040.4,2040.4,thin,history,2022-12-01,2022-12-01
MOUNT VERNON,IN,,LAREDO,TX,,1145.2,1419.5,329.4,1.0,1,1145.2,1145.2,0.0,1419.5,1419.5,thin,history,2022-05-10,2022-05-10
MOUNT VERNON,IN,,DALLAS,TX,,726.4,851.8,146.4,1.0,1,726.4,726.4,0.0,851.8,851.8,thin,history,2024-06-18,2024-06-18
MONTROSE,CO,,LAEDO,TX,,1203.9,1499.0,400.2,1.0,1,1203.9,1203.9,0.0,1499.0,1499.0,thin,history,2022-05-26,2022-05-26
MT PLEASANT,PA,,LAREDO,TX,,1665.4,1847.2,238.4,1.0,1,1665.4,1665.4,0.0,1847.2,1847.2,thin,history,2022-06-01,2022-06-01
MERIDIAN,MS,,SAN ANTONIO,TX,,727.6,919.9,216.3,1.0,1,727.6,727.6,0.0,919.9,919.9,thin,history,2025-09-18,2025-09-18
NOTUS,ID,,AUSTIN,TX,,1702.5,2294.3,628.0,1.0,1,1702.5,1702.5,0.0,2294.3,2294.3,thin,history,2023-01-23,2023-01-23
NORWOOD,MA,,LAREDO,TX,,2185.0,2325.4,208.4,1.0,1,2185.0,2185.0,0.0,2325.4,2325.4,thin,history,2022-12-06,2022-12-06
MERLIN,OR,,HOUSTON,TX,,2266.3,2615.0,453.8,1.0,1,2266.3,2266.3,0.0,2615.0,2615.0,thin,history,2022-06-22,2022-06-22
NORWOOD,MA,,HOUSTON,TX,,2010.7,2578.3,595.5,1.0,1,2010.7,2010.7,0.0,2578.3,2578.3,thin,history,2023-11-01,2023-11-01
MESHOPPEN,PA,,LIPAN,TX,,1621.6,2153.9,587.5,1.0,1,1621.6,1621.6,0.0,2153.9,2153.9,thin,history,2024-03-06,2024-03-06
NORTON SHORES,MI,,LAREDO,TX,,1537.5,1568.1,74.4,1.0,1,1537.5,1537.5,0.0,1568.1,1568.1,thin,history,2022-08-29,2022-08-29
MESQUITE,TX,,MAPLE GROVE,MN,,958.9,985.2,59.1,1.0,1,958.9,958.9,0.0,985.2,985.2,thin,history,2025-10-24,2025-10-24
NORTHVALE,NJ,,LAREDO,TX,,2006.9,2041.9,105.9,1.0,1,2006.9,2006.9,0.0,2041.9,2041.9,thin,history,2024-09-18,2024-09-18
NORTHUMBERLAND,PA,,LEWISVILLE,TX,,1435.3,2032.8,649.6,1.0,1,1435.3,1435.3,0.0,2032.8,2032.8,thin,history,2022-02-02,2022-02-02
MIAMI,FL,,AUSTIN,TX,,1503.9,,218.4,1.0,0,1503.9,1503.9,0.0,,,thin,history,2022-03-28,2022-03-28
NORTHUMBERLAND,PA,,HOUSTON,TX,,1504.0,2094.1,628.9,1.0,1,1504.0,1504.0,0.0,2094.1,2094.1,thin,history,2022-06-21,2022-06-21
NEW LONDON,NC,,CASCO,MI,,667.5,666.1,15.0,1.0,1,667.5,667.5,0.0,666.1,666.1,thin,history,2025-06-13,2025-06-13
NORTHPORT,AL,,LAREDO,TX,,969.6,1146.3,250.1,1.0,1,969.6,969.6,0.0,1146.3,1146.3,thin,history,2024-07-26,2024-07-26
NORTHLAKE,IL,,LAREDO,TX,,1351.7,,253.0,1.0,0,1351.7,1351.7,0.0,,,thin,history,2025-01-27,2025-01-27
MIAMI,FL,,KELLER,TX,,1359.1,1755.0,447.7,1.0,1,1359.1,1359.1,0.0,1755.0,1755.0,thin,history,2023-10-18,2023-10-18
MIAMI,FL,,LANSING,MI,,1393.8,1369.9,8.8,1.0,1,1393.8,1393.8,0.0,1369.9,1369.9,thin,history,2025-06-13,2025-06-13
NORTHLAKE,IL,,HIDALGO,TX,,1437.1,1746.7,346.9,1.0,1,1437.1,1437.1,0.0,1746.7,1746.7,thin,history,2025-12-12,2025-12-12
NORTHBOROUGH,MA,,HIDALGO,TX,,2166.8,2343.7,215.1,1.0,1,2166.8,2166.8,0.0,2343.7,2343.7,thin,history,2026-07-27,2026-07-27
NORTH WILKESBORO,NC,,LAREDO,TX,,1433.6,1474.5,88.2,1.0,1,1433.6,1433.6,0.0,1474.5,1474.5,thin,history,2025-12-22,2025-12-22
NORTH WILKESBORO,NC,,HUTTO,TX,,1212.1,1497.7,349.2,1.0,1,1212.1,1212.1,0.0,1497.7,1497.7,thin,history,2023-11-27,2023-11-27
MIAMI,FL,,MISSOURI,TX,,1205.1,1190.4,7.2,1.0,1,1205.1,1205.1,0.0,1190.4,1190.4,thin,history,2023-09-29,2023-09-29
NORTH VERNON,IN,,LAREDO,TX,,1327.2,1314.9,42.9,1.0,1,1327.2,1327.2,0.0,1314.9,1314.9,thin,history,2023-03-03,2023-03-03
MICKLETON,NJ,,LAREDO,TX,,1882.5,1993.0,169.8,1.0,1,1882.5,1882.5,0.0,1993.0,1993.0,thin,history,2023-08-10,2023-08-10
MIDDLEBURY CENTER,PA,,LAREDO,TX,,1877.5,1936.2,136.3,1.0,1,1877.5,1877.5,0.0,1936.2,1936.2,thin,history,2021-12-22,2021-12-22
MIAMI,FL,,BROWNSVILLE,TX,,1548.0,1750.2,223.7,1.0,1,1548.0,1548.0,0.0,1750.2,1750.2,thin,history,2026-06-17,2026-06-17
MCCONNELLSBURG,PA,,CARRIZO SPRINGS,TX,,1727.2,2053.2,368.9,1.0,1,1727.2,1727.2,0.0,2053.2,2053.2,thin,history,2023-10-04,2023-10-04
MCCONNELLSBURG,PA,,WHITSETT,TX,,1662.7,1804.1,193.0,1.0,1,1662.7,1662.7,0.0,1804.1,1804.1,thin,history,2023-04-17,2023-04-17
NUEVO LAREDO,TA,,BRANDON,SD,,1267.6,1370.3,0.0,1.0,1,1267.6,1267.6,0.0,1370.3,1370.3,thin,history,2022-05-06,2022-05-06
MCCOOK,IL,,LAREDO,TX,,1351.1,,13.3,1.0,0,1351.1,1351.1,0.0,,,thin,history,2022-04-05,2022-04-05
MCDONOUGH,GA,,SAN ANTONIO,TX,,999.9,1188.5,217.2,1.0,1,999.9,999.9,0.0,1188.5,1188.5,thin,history,2023-08-12,2023-08-12
MCINTYRE,GA,,LAREDO,TX,,1191.0,1353.5,188.6,1.0,1,1191.0,1191.0,0.0,1353.5,1353.5,thin,history,2020-12-09,2020-12-09
NUEVO LAREDO,TA,,BATON ROUGE,LA,,928.6,,0.0,1.0,0,928.6,928.6,0.0,,,thin,history,2024-03-02,2024-03-02
MEADVILLE,PA,,WILMER,TX,,1461.9,1756.5,336.7,1.0,1,1461.9,1461.9,0.0,1756.5,1756.5,thin,history,2023-05-06,2023-05-06
MECHANICSBURG,PA,,FT WORTH,TX,,1409.9,1472.1,75.7,1.0,1,1409.9,1409.9,0.0,1472.1,1472.1,thin,history,2023-02-08,2023-02-08
MECHANICSBURG,PA,,HOUSTON,TX,,1468.2,1519.8,75.7,1.0,1,1468.2,1468.2,0.0,1519.8,1519.8,thin,history,2023-03-28,2023-03-28
MECHANICSBURG,PA,,MULDOON,TX,,1570.7,1989.6,458.2,1.0,1,1570.7,1570.7,0.0,1989.6,1989.6,thin,history,2022-11-02,2022-11-02
NUEVO LAREDO,TA,,BATAVIA,IL,,1408.8,1402.1,0.0,1.0,1,1408.8,1408.8,0.0,1402.1,1402.1,thin,history,2024-03-07,2024-03-07
NUEVO LAREDO,TA,,ADEL,GA,,1128.3,1112.8,0.0,1.0,1,1128.3,1128.3,0.0,1112.8,1112.8,thin,history,2022-07-27,2022-07-27
NUEVO LAREDO,TA,,AVONDALE,AZ,,1146.7,1012.2,0.0,1.0,1,1146.7,1146.7,0.0,1012.2,1012.2,thin,history,2023-11-28,2023-11-28
MEDLEY,FL,,CHEESHIRE,CT,,1388.3,1717.8,354.1,1.0,1,1388.3,1388.3,0.0,1717.8,1717.8,thin,history,2021-02-07,2021-02-07
NUEVO LAREDO,TA,,AUBURN,AL,,2431.2,3374.4,1035.2,1.0,1,2431.2,2431.2,0.0,3374.4,3374.4,thin,history,2025-08-25,2025-08-25
MEDLEY,FL,,GRAND PRAIRIE,TX,,1323.8,1721.3,436.1,1.0,1,1323.8,1323.8,0.0,1721.3,1721.3,thin,history,2026-07-06,2026-07-06
MEDLEY,FL,,HOUSTON,TX,,1199.1,1526.8,357.2,1.0,1,1199.1,1199.1,0.0,1526.8,1526.8,thin,history,2022-01-10,2022-01-10
